name,lon,lat
a80,115.60659,36.9156
a81,113.87652,35.05082
a82,114.59639,34.27797
a83,114.69842,36.33691
a84,115.46378,34.57619
a85,115.11248,35.65176
a86,113.41478,35.93196
a87,115.5388,35.36541
a88,115.79141,34.1899
a89,114.44583,35.46418
a90,113.65653,34.82481
a91,114.00274,35.2316
a92,114.93042,36.92706
a93,114.75821,34.85609
a94,115.40489,35.59462
a95,113.54697,34.83262
a96,114.34516,36.09768
a97,115.68959,35.87843
a98,113.19194,34.53073
a99,115.40668,36.55246
a100,114.68734,36.55846
a101,114.65368,36.71733
a102,114.34405,34.75694
a103,114.40806,34.31173
a104,113.98359,35.69028
a105,115.08049,35.9791
a106,115.47472,35.87337
a107,113.15246,36.98868
a108,115.1726,34.50002
a109,114.8237,35.4963
a110,113.18998,36.31024
a111,113.29197,34.63582
a112,115.16886,35.56001
a113,113.63351,35.24661
a114,115.59271,34.60637
a115,113.71128,34.36919
a116,115.32169,34.71008
a117,114.84949,34.73564
a118,114.71792,34.52358
a119,114.52412,35.32786
a120,114.42879,34.30252
a121,113.50095,36.57215
a122,113.56483,35.56439
a123,115.45733,35.42511
a124,115.67483,36.84723
a125,113.72322,34.16701
a126,113.79552,36.6867
a127,115.53812,34.53745
a128,115.97441,34.89742
a129,115.33302,35.03947
a130,114.94083,36.78832
a131,115.84101,35.01276
a132,114.13057,34.476
a133,115.12508,34.98458
a134,114.3145,35.43807
a135,115.83258,34.19832
a136,113.93211,36.83903
a137,114.88244,35.6118
a138,115.65041,35.9196
a139,115.7024,36.16263
a140,113.27913,34.99898
a141,113.58101,35.2059
a142,114.99588,34.18957
a143,115.26262,34.48321
a144,114.21826,34.78464
a145,115.48003,35.53995
a146,114.83384,35.75337
a147,113.58997,34.6355
a148,113.14544,35.47259
a149,113.95573,34.45857
a150,115.4914,34.25661
a151,113.53068,36.1453
a152,115.63696,36.55402
a153,114.14505,35.72049
a154,115.15499,34.68464
a155,114.64456,35.4117
a156,114.32554,34.52008
a157,113.29908,34.56233
a158,115.01035,34.94178
a159,115.48475,36.09703
a160,113.70487,36.77021
a161,115.78892,34.47185
a162,114.06314,35.35565
a163,115.55772,34.43434
a164,113.66403,34.97623
a165,115.67639,35.46469
a166,114.97881,36.61403
a167,113.24869,35.428
a168,113.58912,35.1433
a169,114.69764,35.90272
a170,115.41639,34.74027
a171,115.26255,36.99963
a172,114.77222,34.84899
a173,113.98111,36.05902
a174,113.54728,36.45618
a175,113.27954,34.78207
a176,115.38563,34.369
a177,115.96154,36.61999
a178,114.26229,36.42724
a179,113.45107,34.685
a180,113.86013,35.59463
a181,114.06787,35.12317
a182,114.57021,35.09428
a183,114.7007,34.29294
a184,115.75867,36.56759
a185,114.87509,34.12652
a186,113.41535,34.79975
a187,115.07231,35.98398
a188,115.94859,34.50449
a189,114.09733,34.71337
a190,115.42924,35.58107
a191,113.81523,34.94614
a192,114.75231,36.90676
a193,115.11923,36.44395
a194,113.916,36.04742
a195,114.2138,36.84966
a196,113.61668,35.9593
a197,114.2442,35.46612
a198,114.4735,36.87202
a199,114.95509,35.0646
a200,113.31332,36.14884
a201,115.36526,35.756
a202,114.30909,34.36593
a203,115.72821,36.48533
a204,113.26523,34.46234
a205,114.43712,34.33433
a206,115.22955,36.57749
a207,114.01434,34.31563
a208,114.46042,34.994
a209,114.12452,34.50297
a210,113.28327,34.69426
a211,115.52496,34.16625
a212,113.82841,34.50454
a213,114.38369,35.35882
a214,114.7576,35.30535
a215,115.7347,34.9375
a216,114.06256,36.19487
a217,113.1634,36.33526
a218,114.01456,36.14964
a219,115.8185,35.90293
a220,115.74096,36.50239
a221,115.54939,36.7343
a222,114.56782,36.4817
a223,115.44445,36.17786
a224,115.33944,35.26803
a225,114.41065,36.54847
a226,115.7038,36.13181
a227,113.25603,34.31286
a228,115.37276,36.78066
a229,115.83561,34.93437
a230,113.70887,34.2537
a231,115.80734,34.55544
a232,113.48023,34.67192
a233,113.20497,36.62568
a234,115.94555,36.27725
a235,114.5978,36.62723
a236,115.25581,36.3455
a237,115.95781,36.61586
a238,113.98663,34.88061
a239,114.13582,35.63426
a240,115.25397,34.30699
a241,114.77939,35.94084
a242,114.31823,35.30266
a243,114.18838,34.21508
a244,115.74222,36.76215
a245,113.82597,36.37231
a246,114.75675,36.88731
a247,113.80874,36.09243
a248,114.75717,34.2055
a249,115.90914,34.12948
a250,114.23672,35.64765
a251,115.46427,36.16987
a252,114.93757,34.38045
a253,114.23904,36.00652
a254,115.416,36.30583
a255,113.93975,34.85699
a256,114.84677,35.85917
a257,115.11014,35.60088
a258,114.28823,34.44743
a259,114.15273,34.70844
a260,115.37876,34.31367
a261,114.4205,35.66952
a262,115.82301,34.29922
a263,115.7255,35.26414
a264,113.92253,35.91753
a265,115.71977,35.33259
a266,113.2942,35.44501
a267,113.55431,34.99604
a268,115.738,34.27479
a269,113.9489,35.60672
a270,114.59908,34.14646
a271,114.02301,35.2631
a272,114.53285,35.6449
a273,114.98755,34.15191
a274,113.34896,35.33957
a275,115.73511,35.16464
a276,113.82171,35.89355
a277,115.8015,35.48224
a278,114.76583,34.52962
a279,113.54294,35.60362
a280,113.50599,36.70081
a281,113.82191,34.49078
a282,115.87173,34.59963
a283,115.00687,35.9202
a284,114.41646,34.93936
a285,115.34779,35.7436
a286,115.67336,34.56347
a287,115.76715,36.00499
a288,115.17871,35.35389
a289,114.98701,34.52214
a290,115.38344,36.71091
a291,115.00703,35.47391
a292,115.9789,36.16272
a293,113.98895,35.82342
a294,115.19806,34.75771
a295,114.67176,34.67322
a296,113.7188,35.23692
a297,115.61809,34.267
a298,114.33419,35.80825
a299,113.129,34.25298
a300,115.86056,36.01967
a301,114.19175,36.16804
a302,114.96651,36.32851
a303,115.92877,36.85203
a304,115.51303,34.40067
a305,114.79737,34.85509
a306,114.12476,36.87861
a307,113.21774,35.20068
a308,114.55705,35.81964
a309,114.32501,36.76803
a310,114.53743,35.99114
a311,115.75019,35.75159
a312,113.13528,34.49219
a313,114.04924,36.59428
a314,115.973,35.6822
a315,115.13464,35.18923
a316,115.41545,35.39912
a317,114.40184,34.44547
a318,113.42736,34.12287
a319,114.97756,34.91212
a320,113.70965,35.83886
a321,115.63363,34.81799
a322,113.3649,34.65661
a323,114.73266,36.72616
a324,115.70795,36.23204
a325,114.67663,35.053
a326,114.14952,35.67238
a327,113.99083,34.64872
a328,115.33507,36.35963
a329,114.28501,36.54662
a330,115.78334,35.79751
a331,113.58378,34.58134
a332,115.67357,36.43251
a333,113.53471,35.09526
a334,115.1007,36.00521
a335,113.61689,36.63101
a336,115.77679,36.30871
a337,113.85338,36.04909
a338,113.37254,36.55638
a339,113.4851,36.39811
a340,114.05807,36.00113
a341,114.04993,35.07373
a342,113.99173,34.64165
a343,113.76451,34.19835
a344,114.18743,35.28105
a345,114.84521,36.28095
a346,113.41841,35.01725
a347,114.15344,34.40054
a348,115.05642,36.35254
a349,113.14688,35.33364
a350,114.61926,34.4966
a351,114.96847,35.05615
a352,114.93767,35.12708
a353,114.63356,35.08244
a354,114.36092,34.69471
a355,115.5275,36.36853
a356,114.81175,36.44379
a357,114.12441,34.33634
a358,115.73251,36.4924
a359,115.22812,36.39617
a360,113.34553,36.35628
a361,114.22416,36.79022
a362,114.73197,34.13149
a363,115.8563,35.12443
a364,115.42612,36.85889
a365,113.90596,36.89903
a366,115.42814,36.56369
a367,115.17725,36.07593
a368,113.20321,36.77923
a369,114.59414,36.16511
a370,115.16366,34.25914
a371,113.56359,36.66928
a372,115.19197,36.50127
a373,114.42207,35.34337
a374,113.64239,34.5324
a375,113.17106,34.75468
a376,113.60674,36.73281
a377,114.13519,36.76051
a378,115.64823,34.85581
a379,115.86752,36.76812
a380,114.89209,35.97544
a381,114.61637,35.80171
a382,113.11904,36.51857
a383,114.79132,34.50178
a384,113.68754,34.53731
a385,113.71712,34.72257
a386,113.3541,35.10556
a387,113.64029,34.77509
a388,114.93347,36.45885
a389,114.76941,35.43924
a390,114.61094,36.90293
a391,114.39301,34.29481
a392,113.5954,34.68494
a393,113.32515,36.12518
a394,115.24998,36.41473
a395,115.68325,35.39732
a396,113.688,35.10175
a397,115.66429,36.43183
a398,113.43755,35.06365
a399,114.22289,34.58062
a400,114.9159,34.46187
a401,115.21602,34.82242
a402,113.21203,36.71999
a403,115.60876,34.82495
a404,113.4425,36.69166
a405,115.89326,36.55239
a406,113.87515,34.78924
a407,113.90544,36.2663
a408,113.83391,36.78714
a409,113.37998,35.58858
a410,113.57548,34.38849
a411,114.47656,35.59464
a412,113.38333,36.20287
a413,115.20432,36.52623
a414,115.82648,35.49622
a415,114.47501,35.85225
a416,115.88302,35.97728
a417,113.20091,35.3346
a418,114.58879,35.69567
a419,115.62256,35.19296
a420,115.24101,36.85249
a421,113.35682,34.98678
a422,115.01784,34.30178
a423,114.23313,36.15832
a424,114.64879,35.53608
a425,115.74885,34.69377
a426,115.53899,36.11095
a427,113.97434,34.27049
a428,115.7635,36.4185
a429,114.13233,36.43958
a430,113.73272,36.2511
a431,113.65085,36.61907
a432,115.19296,35.68883
a433,114.85907,36.26137
a434,113.80412,36.41729
a435,115.56393,35.08047
a436,114.59536,36.34622
a437,115.1475,34.71275
a438,115.36226,36.49641
a439,114.81971,34.95303
a440,115.07432,35.83314
a441,113.27347,35.4967
a442,114.78794,36.96398
a443,115.49948,36.50497
a444,115.05958,34.43612
a445,115.55211,35.32232
a446,114.23572,36.63703
a447,115.97581,36.67844
a448,113.24487,34.33149
a449,114.61045,36.38712
a450,115.65991,35.65644
a451,115.68946,35.43179
a452,114.90556,35.92459
a453,115.98426,35.2579
a454,114.59838,34.62986
a455,114.27632,36.74271
a456,115.83017,35.38321
a457,114.19318,34.5249
a458,115.81986,34.14444
a459,113.47732,35.96495
a460,113.6637,36.99757
a461,115.71002,36.98707
a462,114.01185,35.10068
a463,113.27924,35.95799
a464,115.45604,35.71488
a465,113.96227,34.74135
a466,113.51245,35.50601
a467,114.55027,35.11254
a468,115.04569,34.90327
a469,115.683,36.45693
a470,115.92125,35.27002
a471,114.1962,35.43609
a472,114.10321,34.38808
a473,113.65661,35.92666
a474,113.21622,35.91091
a475,115.0494,34.49617
a476,115.81612,36.52869
a477,115.00144,34.4665
a478,115.11606,35.05216
a479,113.61073,34.66271
a480,115.84504,35.68046
a481,115.83763,35.52858
a482,115.49138,36.50221
a483,115.92552,35.32767
a484,114.17545,36.26696
a485,115.16758,34.90283
a486,113.6426,35.57539
a487,113.57995,36.37588
a488,114.96366,35.431
a489,113.91746,36.17198
a490,113.15029,35.69471
a491,115.6241,34.88413
a492,114.88203,36.8484
a493,114.23729,36.74231
a494,115.70334,34.40124
a495,114.77412,35.22
a496,115.71374,34.17619
a497,114.61097,35.31902
a498,114.8227,35.40014
a499,115.55652,35.718
a500,114.82059,35.34427
a501,115.54075,35.99062
a502,115.31007,35.37643
a503,114.03687,36.38701
a504,114.51086,35.21571
a505,115.1875,34.71375
a506,115.89654,35.40217
a507,113.98262,36.33447
a508,115.99331,35.70005
a509,114.28412,34.81649
a510,114.0319,35.60689
a511,114.21338,36.23706
a512,114.00048,36.33871
a513,115.16348,36.21046
a514,114.54568,35.18268
a515,113.75075,35.85794
a516,113.57839,35.2684
a517,113.2209,36.1689
a518,115.80639,35.52856
a519,114.75459,34.14272
a520,115.56574,34.28228
a521,114.33451,35.12869
a522,115.4563,35.8451
a523,114.4593,34.26708
a524,114.56479,34.49917
a525,113.26152,34.64274
a526,114.97539,34.63131
a527,115.42333,35.80746
a528,115.10434,35.81962
a529,114.97905,36.83105
a530,115.61103,36.62337
a531,113.46294,34.51874
a532,113.7253,36.81805
a533,114.87139,34.93815
a534,113.19579,35.09279
a535,115.26528,36.07004
a536,114.06973,35.71983
a537,114.83838,35.17864
a538,115.13349,36.8814
a539,114.62247,34.50425
a540,114.96051,35.06769
a541,115.75253,35.64123
a542,115.05819,35.86925
a543,113.68059,34.37948
a544,113.53734,36.77732
a545,114.38912,36.75296
a546,114.47529,35.42525
a547,115.10514,35.15096
a548,115.91628,35.08952
a549,114.69841,34.7861
a550,115.11567,36.70889
a551,113.99008,35.17699
a552,113.79306,36.20941
a553,115.10327,34.37094
a554,113.36133,34.95393
a555,115.99751,34.24161
a556,114.26476,36.05841
a557,115.95588,34.37846
a558,115.51792,34.89472
a559,113.55188,34.51748
a560,115.63581,34.2449
a561,115.54686,36.73908
a562,115.74666,34.80414
a563,113.75808,34.96606
a564,113.89078,35.71893
a565,114.78843,35.94114
a566,113.21697,35.20772
a567,114.07657,35.81272
a568,114.16517,36.34898
a569,114.04337,36.745
a570,113.33935,35.91303
a571,115.32601,35.0004
a572,113.23472,36.21959
a573,115.21835,34.71415
a574,115.30039,36.48166
a575,113.72054,36.09152
a576,115.71352,34.25427
a577,114.47262,36.5923
a578,114.45534,34.87163
a579,115.01042,34.99096
a580,114.27961,36.83385
a581,113.74855,34.43648
a582,113.25171,35.8244
a583,113.93078,34.79145
a584,113.15197,36.97833
a585,114.94739,36.29642
a586,114.54676,34.30005
a587,113.60017,36.94122
a588,114.17126,34.54801
a589,115.90247,35.81115
a590,115.86635,36.79012
a591,114.76509,34.98925
a592,114.54833,34.67417
a593,113.53381,34.86978
a594,113.94711,36.22147
a595,114.2708,36.3536
a596,114.29455,34.55244
a597,113.176,36.97584
a598,115.17606,35.64364
a599,113.43639,36.89039
a600,114.77709,35.53101
a601,113.26535,35.70865
a602,113.38972,35.62447
a603,115.41681,34.12036
a604,114.08056,35.1472
a605,114.55395,35.92097
a606,114.48858,34.40909
a607,114.28956,36.43293
a608,115.42066,35.76176
a609,114.29132,35.116
a610,115.75503,35.02295
a611,113.5669,34.60469
a612,115.5393,36.18113
a613,115.37133,36.69793
a614,115.00538,34.28517
a615,115.54869,35.69804
a616,115.30735,36.50367
a617,114.81916,35.82703
a618,114.50282,36.88696
a619,114.87365,36.50406
a620,114.12281,34.21818
a621,114.72809,34.28352
a622,115.81616,35.19921
a623,114.2518,36.0974
a624,114.74459,35.73178
a625,113.37772,34.71679
a626,113.50975,36.02068
a627,114.0459,35.67669
a628,114.46947,34.81119
a629,115.00912,35.93653
a630,114.4361,36.29541
a631,113.786,35.92471
a632,113.23939,36.99517
a633,113.77057,35.36549
a634,115.13893,36.8991
a635,114.81663,34.83888
a636,114.4005,35.61679
a637,115.14389,34.54359
a638,115.95326,36.81338
a639,113.75222,35.58257
a640,113.92971,35.93844
a641,114.20483,34.74913
a642,115.24412,34.25666
a643,115.11257,34.60267
a644,114.09462,35.23449
a645,115.1348,35.35983
a646,114.83804,36.33424
a647,115.65217,34.74648
a648,114.4549,35.515
a649,114.65206,34.41242
a650,113.17729,36.97114
a651,113.39658,35.94396
a652,113.22673,36.00987
a653,113.59692,35.86538
a654,114.75104,36.69746
a655,113.2011,36.73449
a656,115.53218,34.94302
a657,114.28809,36.78263
a658,114.72574,36.05321
a659,113.75178,35.4174
a660,114.15529,35.13413
a661,113.29706,35.22923
a662,113.93493,36.15429
a663,114.35479,35.33023
a664,114.75609,36.33917
a665,114.65335,35.21641
a666,114.00383,35.744
a667,115.33336,34.44029
a668,115.70596,34.13062
a669,113.24197,34.86316
a670,114.28047,35.59987
a671,114.82551,36.50103
a672,113.16914,34.5123
a673,113.6583,34.22829
a674,114.28287,35.30442
a675,115.22916,35.84903
a676,114.00851,34.8898
a677,115.18538,36.70051
a678,115.17245,36.47756
a679,113.39069,34.86368
a680,113.32133,34.86612
a681,115.96557,36.87466
a682,114.28292,36.65111
a683,115.12909,35.96977
a684,115.82655,36.22081
a685,113.12028,34.12573
a686,115.34478,36.89892
a687,113.27714,36.32086
a688,114.07257,36.31636
a689,114.49625,34.4772
a690,115.31978,34.15763
a691,115.33161,35.93108
a692,114.81513,35.33692
a693,114.19382,36.78496
a694,114.59009,36.02658
a695,114.81479,35.85308
a696,113.95921,36.44748
a697,113.38099,35.19747
a698,115.29271,35.10962
a699,114.90726,36.46507
a700,113.55472,34.5244
a701,115.49647,35.83251
a702,114.75586,34.60074
a703,115.76565,36.89415
a704,114.5695,36.3521
a705,113.25979,35.80792
a706,114.87787,34.59077
a707,113.11229,35.37793
a708,114.99236,35.35616
a709,113.52805,35.86776
a710,114.4086,34.86962
a711,113.30471,34.81442
a712,113.87709,36.94176
a713,114.10953,34.65954
a714,114.88948,36.12383
a715,114.9673,35.80959
a716,114.70492,35.85931
a717,113.92276,36.60474
a718,113.20453,35.32224
a719,115.31723,35.91759
a720,113.8582,34.84844
a721,113.38111,35.63869
a722,113.42562,36.25217
a723,113.82941,34.42193
a724,115.3961,34.3616
a725,114.94751,36.45666
a726,115.42871,35.43305
a727,115.83254,36.47703
a728,114.68685,35.43283
a729,115.85191,35.43133
a730,114.37488,34.44048
a731,115.96752,34.69608
a732,113.282,36.91238
a733,115.45058,36.40485
a734,114.81173,35.62691
a735,115.98883,36.59011
a736,113.59289,35.52099
a737,114.22424,35.43232
a738,113.25913,36.73599
a739,114.82078,34.86536
a740,115.34517,36.4919
a741,114.53056,35.0386
a742,114.18571,36.49956
a743,114.11528,35.85157
a744,114.79134,35.42886
a745,113.77525,35.03004
a746,113.31514,36.48847
a747,114.85085,34.76851
a748,114.40051,36.53649
a749,113.81618,36.4663
a750,114.38869,35.51184
a751,114.51347,35.58985
a752,113.2083,36.30262
a753,114.95385,35.27724
a754,115.7822,34.35217
a755,115.1807,34.54028
a756,113.59349,34.85219
a757,115.57849,36.76981
a758,115.66284,34.27964
a759,115.35003,36.35975
a760,113.39456,36.92176
a761,114.92841,34.51285
a762,113.92656,36.16881
a763,113.32592,36.14091
a764,114.94712,35.13037
a765,113.23179,36.77874
a766,114.1024,36.65356
a767,114.99445,34.64871
a768,115.11169,34.16546
a769,113.64354,36.33831
a770,114.63659,34.11468
a771,114.94934,35.10653
a772,115.56053,36.13113
a773,114.37769,36.61599
a774,114.65892,34.38159
a775,113.69083,36.62215
a776,115.25728,35.41419
a777,113.27808,35.09043
a778,115.1368,35.89492
a779,114.79893,34.25689
a780,114.40036,35.09453
a781,115.62618,34.85607
a782,115.53634,34.19365
a783,113.9011,34.73521
a784,115.96398,36.67668
a785,113.33054,35.91198
a786,113.38656,36.56299
a787,113.76649,36.20842
a788,115.38984,36.19875
a789,114.25448,35.56232
a790,115.93778,36.52992
a791,114.84939,35.25204
a792,114.82063,36.81096
a793,113.12478,36.35999
a794,114.67712,34.38238
a795,113.1953,36.99885
a796,115.26242,35.92552
a797,113.24356,36.95881
a798,113.95725,34.91274
a799,115.95027,36.13274
a800,114.33025,36.40446
a801,115.61491,34.55083
a802,114.05005,34.4065
a803,115.02414,36.04009
a804,114.7819,34.93788
a805,113.84306,35.93732
a806,113.13414,36.31346
a807,114.25032,36.82471
a808,114.81822,36.31211
a809,115.98894,35.06051
a810,113.19692,35.77093
a811,114.91028,35.32225
a812,114.23444,34.26659
a813,114.06799,36.56641
a814,113.38019,36.97584
a815,115.45593,36.57225
a816,113.30888,34.55917
a817,113.37173,36.4232
a818,113.95058,36.43009
a819,113.14628,34.90787
a820,115.99399,35.63075
a821,114.48698,34.74694
a822,114.05451,35.15338
a823,113.25784,35.22547
a824,113.32202,36.98687
a825,113.45274,36.64729
a826,113.41334,34.31635
a827,114.3476,34.84242
a828,113.52264,36.20899
a829,113.4602,36.75487
a830,113.98915,34.28648
a831,114.17467,36.92357
a832,113.74743,34.36972
a833,115.24318,36.48764
a834,115.5602,35.35554
a835,113.16948,35.7519
a836,115.43877,34.19997
a837,113.29931,34.32552
a838,115.70476,36.54248
a839,115.92773,35.36907
a840,114.84837,35.68952
a841,114.04691,35.87239
a842,115.13826,35.06911
a843,114.98798,34.26784
a844,115.30832,34.80832
a845,114.64747,34.38525
a846,113.93325,34.45237
a847,115.12991,36.94108
a848,114.41704,34.88317
a849,113.52814,36.29667
a850,113.4279,35.97694
a851,114.1378,36.34779
a852,114.04405,34.5975
a853,114.23223,36.44954
a854,114.75202,35.9675
a855,113.57642,35.54127
a856,114.155,36.12927
a857,115.64873,35.89431
a858,113.26224,36.391
a859,114.56879,34.5316
a860,115.51266,35.74531
a861,114.25761,35.86485
a862,113.80346,36.47643
a863,115.00633,34.54132
a864,114.97262,34.19543
a865,114.27528,36.67407
a866,115.75616,36.83404
a867,115.48703,34.69015
a868,114.30363,34.80816
a869,114.15661,34.96855
a870,114.0928,34.14725
a871,115.62966,36.51136
a872,113.57092,35.08015
a873,114.19565,34.3487
a874,114.70805,36.88271
a875,113.40368,34.55138
a876,115.29507,35.24607
a877,113.89373,35.42845
a878,115.36409,34.72719
a879,114.68961,34.7997
a880,114.92119,34.61282
a881,113.13931,34.48834
a882,115.8994,34.66984
a883,113.15803,36.67974
a884,115.33541,36.72153
a885,115.43894,36.46411
a886,114.96069,35.55203
a887,113.53373,36.43526
a888,113.32991,35.24515
a889,114.61644,35.7242
a890,115.23776,34.25619
a891,113.33998,34.43488
a892,114.44934,36.51072
a893,115.5889,36.18802
a894,115.83152,36.40268
a895,113.72688,36.93989
a896,114.88689,34.33143
a897,114.93982,34.84003
a898,114.45791,34.66414
a899,113.25661,36.50522
a900,115.08372,35.7234
a901,115.37407,34.40101
a902,114.37509,35.72582
a903,115.85849,36.13105
a904,113.97718,36.5138
a905,113.36467,35.87178
a906,115.72154,36.09826
a907,113.60689,35.34566
a908,113.42946,35.75118
a909,114.98584,34.74181
a910,114.71096,34.74823
a911,113.4976,34.35201
a912,113.8356,36.0424
a913,115.92684,34.73656
a914,113.18859,36.58872
a915,114.92025,36.18001
a916,115.82078,35.00799
a917,115.30507,35.5601
a918,114.76938,36.46439
a919,113.1221,36.22008
a920,113.51972,36.50828
a921,115.42001,35.20732
a922,115.38571,36.7643
a923,115.05535,36.72069
a924,115.70778,35.13806
a925,113.17623,35.4105
a926,115.08596,36.80544
a927,113.29038,35.00882
a928,113.52704,36.00987
a929,114.49825,34.34258
a930,115.06793,35.90623
a931,114.6218,36.17585
a932,113.74924,34.85523
a933,114.90105,35.75883
a934,114.87269,36.50428
a935,115.68619,36.39258
a936,113.48599,35.5426
a937,113.68721,34.28312
a938,113.83803,36.568
a939,114.39688,36.66775
a940,115.10623,34.11824
a941,115.4837,35.79633
a942,115.86884,36.81215
a943,115.63579,34.83009
a944,115.99674,36.27696
a945,114.01982,34.61505
a946,113.19937,36.87935
a947,115.4033,34.2587
a948,114.88195,35.63138
a949,115.25822,36.55684
a950,113.34967,35.28429
a951,113.35358,35.22987
a952,115.8155,34.54904
a953,114.54757,34.85376
a954,113.39654,35.19385
a955,113.18597,35.48931
a956,115.04859,34.17671
a957,115.55596,35.35312
a958,115.87607,35.80178
a959,115.34927,35.3905
a960,115.57928,34.32193
a961,113.97642,35.53345
a962,115.33335,36.05405
a963,115.67074,34.19856
a964,114.32745,35.24686
a965,114.48282,35.08013
a966,114.22001,34.79084
a967,115.07856,34.74382
a968,114.41909,35.44369
a969,114.65006,34.58958
a970,114.6886,36.21078
a971,113.99659,36.29125
a972,114.61858,36.7262
a973,114.34895,34.70191
a974,115.2318,34.47503
a975,113.53941,34.7801
a976,115.19641,34.87034
a977,113.20573,35.49062
a978,114.89222,36.64379
a979,115.81095,36.23492
a980,113.35919,35.96529
a981,114.44775,36.81949
a982,115.6599,34.35469
a983,114.30799,34.19866
a984,114.49075,36.76101
a985,115.30799,36.74436
a986,115.04475,36.15195
a987,115.40218,36.9547
a988,113.75859,36.6257
a989,114.36688,34.57092
a990,113.30695,35.83422
a991,115.17011,35.27613
a992,115.82043,36.66766
a993,115.62467,35.61531
a994,114.64533,36.8354
a995,113.38204,34.87034
a996,115.89677,34.82613
a997,114.96635,35.71197
a998,113.13346,36.21164
a999,113.73356,36.06117
a1000,113.2765,35.37656
a1001,115.60888,35.05184
a1002,114.14239,35.25554
a1003,115.95509,35.75595
a1004,115.17819,36.56349
a1005,114.95213,36.64394
a1006,115.55518,36.1686
a1007,115.78657,35.7156
a1008,115.24007,35.47052
a1009,114.13733,34.78505
a1010,113.15551,34.45997
a1011,115.00591,34.79025
a1012,113.7979,35.11403
a1013,113.12177,34.14102
a1014,114.27393,36.79908
a1015,113.92705,34.65756
a1016,115.66256,34.8329
a1017,113.69145,35.66609
a1018,115.9201,34.99899
a1019,113.13555,35.50048
a1020,115.79672,36.03396
a1021,115.41633,34.88032
a1022,115.93734,36.431
a1023,113.98849,35.58944
a1024,114.96795,36.85061
a1025,114.0387,34.32975
a1026,115.39222,36.80068
a1027,115.84287,34.5909
a1028,113.49221,35.49201
a1029,113.63213,34.59713
a1030,113.8686,35.5587
a1031,115.30749,35.5063
a1032,114.02604,36.98828
a1033,114.20987,36.82719
a1034,113.257,35.60863
a1035,113.60895,35.60314
a1036,115.88429,35.14597
a1037,115.20623,35.05324
a1038,115.49384,35.50832
a1039,113.38084,36.72297
a1040,113.18396,36.75766
a1041,115.19583,35.90538
a1042,114.97965,36.29044
a1043,114.6181,34.64022
a1044,114.1446,36.07214
a1045,115.44947,36.65044
a1046,114.32833,36.3521
a1047,115.70699,34.77912
a1048,115.88274,35.19616
a1049,114.8699,34.78224
a1050,113.21639,35.00939
a1051,115.53123,36.48137
a1052,115.51587,36.28434
a1053,115.18645,36.84245
a1054,115.478,36.38577
a1055,115.26149,36.13832
a1056,115.34722,36.09115
a1057,115.79433,35.37543
a1058,113.57898,35.403
a1059,115.21628,35.31198
a1060,115.33484,34.53137
a1061,115.84278,34.89853
a1062,114.40031,34.25395
a1063,115.35078,35.67999
a1064,115.24554,35.93777
a1065,114.42114,35.3238
a1066,114.51894,36.55702
a1067,115.9547,36.16064
a1068,114.08578,35.03226
a1069,113.2825,35.85031
a1070,115.16312,36.89958
a1071,113.93159,34.36162
a1072,113.91934,35.65557
